,conference_year,category,title,author,abstract,download_url,keywords
0,1986,Automated Reasoning,Reasoning with Simplifying Assumptions: A Methodology and Example,"Yishai Feldman, Charles Rich","Simplifying assumptions are a powerful technique for dealing with complexity, which is used in all branches of science and engineering. This work develops a formal account of this technique in the context of heuristic search and automated reasoning. We also present a methodology for choosing appropriate simplifying assumptions in specific domains, and demonstrate the use of this methodology with an example of reasoning about typed partial functions in an automated programming assistant.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-001.pdf,
1,1986,Automated Reasoning,"Tweety--Still Flying: Some Remarks on Abnormal Birds, Applicable Rules and a Default Prover",Gerhard Brewka,"This paper describes FAULTY, a default prover for a decidable subset of predicate calculus. FAULTY is based on McDermott’s and Doyle’s Nonmonotonic Logic I und avoids the well-known weakness of this logic by a restriction to specific theories, which are sufficient for default reasoning purposes, however. The dafaults are represented in a way that allows explicit control of their applicability. By blocking the applicability of a default the problem of interacting defaults can be avoided.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-002.pdf,
2,1986,Automated Reasoning,Representing Actions with an Assumption-Based Truth Maintenance System,"Paul Morris, Robert Nado","The Assumption-based Truth Maintenance System, introduced by de Kleer, is a powerful new tool for organizing a search through a space of alternatives. However, the ATMS is oriented towards inferential problem solving, and provides no special mechanisms for modeling actions or state changes. We describe an approach to applying the ATMS to the task of representing the effects of actions. The approach extends traditional tree-structured context mechanisms to allow context merges. It also takes advantage of the underlying ATMS to detect inconsistent contexts and to maintain derived results. Some results are presented concerning possible approaches to the treatment of merges in questionable circumstances. Finally, the analysis of actions in terms of a truth maintenance system suggests the need for a more elaborate treatment of contradiction in such systems than exists at present.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-003.pdf,
3,1986,Automated Reasoning,Automatic Compilation of Logical Specifications into Efficient Programs,Donald Cohen,"We describe an automatic programmer, or ""compiler"" which accepts as input a predicate calculus specification of a set to generate or a condition to test, along with a description of the underlying representation of the data. This compiler searches a space of possible algorithms for the one that is expected to be most efficient. We describe the knowledge that is and is not available to this compiler, and its corresponding capabilities and limitations. This compiler is now regularly used to produce large programs.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-004.pdf,
4,1986,Automated Reasoning,Factual Knowledge for Developing Concurrent Programs,"Andrzej Skowron, Alberto Pettorossi","We propose a system for the derivation of algorithms which allows us to use ""factual knowledge"" for the development of concurrent programs. From preliminary program versions the system can derive new versions which have higher performances and can be evaluated by communicating agents in a parallel architecture. The knowledge about the facts or properties of the programs is also used for the improvement of the system itself.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-005.pdf,
5,1986,Automated Reasoning,Generalized Plan Recognition,"Henry A. Kautz, James F. Allen","This paper outlines a new theory of plan recognition that is significantly more powerful than previous approaches. Concurrent actions, shared steps between actions, and disjunctive information are all handled. The theory allows one to draw conclusions based on the class of possible plans being performed, rather than having to prematurely commit to a single interpretation. The theory employs circumscription to transform a first-order theory of action into an action taxonomy, which can be used to logically deduce the complex action(s) an agent is performing.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-006.pdf,
6,1986,Automated Reasoning,A Logic of Deliberation,Marvin Belzer,"Deliberation typically involves the formation of a plan or intention from a set of values and beliefs. I suggest that deliberation, or ""practical reasoning,"" is a form of normative reasoning and that the understanding and construction of reasoning systems that can deliberate and act intentionally presupposes a theory of normative reasoning. The language and semantics of a deontic logic is used to develop a theory of defeasible reasoning in normative systems and belief systems. This theory may be applied in action theory and to artificial intelligence by identifying expressions of values, beliefs, and intentions with various types of modal sentences from the language.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-007.pdf,
7,1986,Automated Reasoning,Physics for Robots,James G. Schmolze,"Robots that plan to perform everyday tasks need knowledge of everyday physics. Physics For Robots (PFR) is a representation of part of everyday physics directed towards this need. It includes general concepts and theories, and it has been applied to tasks in cooking. PFR goes beyond most AI planning representation schemes by including natural processes that the robot can control. It also includes a theory of material composition so robots can identify and reason about physical objects that break apart, come together, mix, or go out of existence. Following on Naive Physics (NP), issues about reasoning mechanisms are temporarily postponed, allowing a focus on the characterization of knowledge. However, PFR departs from NP in two ways. (1) PFR characterizes the robot’s capabilities to act and perceive, and (2) PFR replaces the NP goal of developing models of actual common sense knowledge. Instead, PFR includes all and only the knowledge that robots need for planning, which is determined by analyzing proofs showing the effectiveness of robot I/O programs.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-008.pdf,
8,1986,Automated Reasoning,Cooperation without Communication,"Michael R. Genesereth, Matthew L. Ginsberg, Jeffrey S. Rosenschein","Intelligent agents must be able to interact even without the benefit of communication. In this paper we examine various constraints on the actions of agents in such situations and discuss the effects of these constraints on their derived utility. In particular, we define and analyze basic rationality; we consider various assumptions about independence; and we demonstrate the advantages of extending the definition of rationality from individual actions to decision procedures.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-009.pdf,
9,1986,Automated Reasoning,Incremental Planning to Control a Blackboard-based Problem Solver,"Edmund H. Durfee, Victor R. Lesser","To control problem solving activity, a planner must resolve uncertainty about which specific long-term goals (solutions) to pursue and about which sequences of actions will best achieve those goals. In this paper, we describe a planner that abstracts the problem solving state to recognize possible competing and compatible solutions and to roughly predict the importance and expense of developing these solutions. With this information, the planner plans sequences of problem solving activities that most efficiently resolve its uncertainty about which of the possible solutions to work toward. The planner only details actions for the near future because the results of these actions will influence how (and whether) a plan should be pursued. As problem solving proceeds, the planner adds new details to the plan incrementally, and monitors and repairs the plan to insure it achieves its goals whenever possible. Through experiments, we illustrate how these new mechanisms significantly improve problem solving decisions and reduce overall computation. We briefly discuss our current research directions, including how these mechanisms can improve a problem solver’s real-time response and can enhance cooperation in a distributed problem solving network.",https://aaai.org/Library/AAAI/1986/../../../Papers/AAAI/1986/AAAI86-010.pdf,
