,conference_year,category,title,author,abstract,download_url,keywords
0,2008,"Agents, Game Theory, Auctions, and Mechanism Design",Memetic Networks: Analyzing the Effects of Network Properties in Multi-Agent Performance,"Ricardo M Araujo, Luis C. Lamb","We explore the relationship between properties of the network defined by connected agents and the global system performance. This is achieved by means of a novel class of optimization algorithms. This new class makes explicit use of an underlying network that structures the information flow between multiple agents performing local searches. We show that this new class of algorithms is competitive with respect to other population-based optimization techniques. Finally, we demonstrate by numerical simulations that changes in the way the network is built leads to variations in the system's performance. In particular, we show how constrained hubs — highly connected agents — can be beneficial in particular optimization problems.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-001.pdf,Subjects: 7. Distributed AI; 7.1 Multi-Agent Systems
1,2008,"Agents, Game Theory, Auctions, and Mechanism Design",Physical Search Problems Applying Economic Search Models,"Yonatan Aumann, Noam Hazon, Sarit Kraus, David Sarne","This paper considers the problem of an agent searching for a resource or a tangible good in a physical environment, where at each stage of its search it observes one source where this good can be found. The cost of acquiring the resource or good at a given source is uncertain (a-priori), and the agent can observe its true value only when physically arriving at the source. Sample applications involving this type of search include agents in exploration and patrol missions (e.g., an agent seeking to find the best location to deploy sensing equipment along its path). The uniqueness of these settings is that the expense of observing the source on each step of the process derives from the last source the agent explored. We analyze three variants of the problem, differing in their objective: minimizing the total expected cost, maximizing the success probability given an initial budget, and minimizing the budget necessary to obtain a given success probability. For each variant, we first introduce and analyze the problem with a single agent, either providing a polynomial solution to the problem or proving it is NP-Complete. We also introduce an innovative fully polynomial time approximation scheme algorithm for the minimum budget variant. Finally, the results for the single agent case are generalized to multi-agent settings.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-002.pdf,Subjects: 7.1 Multi-Agent Systems; 15.5 Decision Theory
2,2008,"Agents, Game Theory, Auctions, and Mechanism Design",A Theory of Expressiveness in Mechanisms,"Michael Benisch, Norman Sadeh, Tuomas Sandholm","A key trend in (electronic) commerce is a demand for higher levels of expressiveness in the mechanisms that mediate interactions. We develop a theory that ties the expressiveness of mechanisms to their efficiency in a domain-independent manner. We introduce two new expressiveness measures, 1) maximum impact dimension, which captures the number of ways that an agent can impact the outcome, and 2) shatterable outcome dimension, which is based on the concept of shattering from computational learning theory. We derive an upper bound on the expected efficiency of any mechanism under its most efficient Nash equilibrium. Remarkably, it depends only on the mechanism’s expressiveness. We prove that the bound increases strictly as we allow more expressiveness. We also show that in some cases a small increase in expressiveness yields an arbitrarily large increase in the bound. Finally, we study channel-based mechanisms, which subsume most combinatorial auctions, multi-attribute mechanisms, and the Vickrey-Clarke-Groves scheme. We show that our domain-independent measures of expressiveness appropriately relate to the natural measure of expressiveness of channel-based mechanisms: the number of channels allowed. Using this bridge, our general results yield interesting implications. For example, any (channel-based) multi-item auction that does not allow rich combinatorial bids can be arbitrarily inefficient—unless agents have no private information.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-003.pdf,Subjects: 7.1 Multi-Agent Systems; 7. Distributed AI
3,2008,"Agents, Game Theory, Auctions, and Mechanism Design","Multiagent Graph Coloring: Pareto Efficiency, Fairness and Individual Rationality","Yaad Blum, Jeffrey S. Rosenschein","We consider a multiagent extension of single-agent graph coloring. Multiple agents hold disjoint autonomous subgraphs of a global graph, and every color used by the agents in coloring the graph has associated cost. In this multiagent graph coloring scenario, we seek a minimum legal coloring of the global graph's vertices, such that the coloring is also Pareto efficient, socially fair, and individual rational. We analyze complexity of individual-rational solutions in special graph classes where classical coloring algorithms are known. Multiagent graph coloring has application to a wide variety of multiagent coordination problems, including multiagent scheduling.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-004.pdf,Subjects: 7.1 Multi-Agent Systems; 15.2 Constraint Satisfaction
4,2008,"Agents, Game Theory, Auctions, and Mechanism Design",Expressive Banner Ad Auctions and Model-Based Online Optimization for Clearing,"Craig Boutilier, David C. Parkes, Tuomas Sandholm, William E. Walsh",We present the design of a banner advertising auction which is considerably more expressive than current designs. We describe a general model of expressive ad contracts/bidding and an allocation model that can be executed in real time through the assignment of fractions of relevant ad channels to specific advertiser contracts. The uncertainty in channel supply and demand is addressed by the formulation of a stochastic combinatorial optimization problem for channel allocation that is rerun periodically. We solve this in two different ways: fast deterministic optimization with respect to expectations; and a novel online sample-based stochastic optimization method—that can be applied to continuous decision spaces—which exploits the deterministic optimization as a black box. Experiments demonstrate the importance of expressive bidding and the value of stochastic optimization.,https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-005.pdf,Subjects: 1. Applications; 7.1 Multi-Agent Systems
5,2008,"Agents, Game Theory, Auctions, and Mechanism Design",A Computational Analysis of the Tournament Equilibrium Set,"Felix Brandt, Felix Fischer, Paul Harrenstein, Maximilian Mair","A recurring theme in AI and multiagent systems is how to select the ""most desirable"" elements given a binary dominance relation on a set of alternatives. Schwartz's tournament equilibrium set (TEQ) ranks among the most intriguing, but also among the most enigmatic, tournament solutions proposed so far in this context. Due to its unwieldy recursive definition, little is known about TEQ. In particular, its monotonicity remains an open problem to date. Yet, if TEQ were to satisfy monotonicity, it would be a very attractive solution concept refining both the Banks set and Dutta's minimal covering set. We show that the problem of deciding whether a given alternative is contained in TEQ is NP-hard. Furthermore, we propose a heuristic that significantly outperforms the naive algorithm for computing TEQ. Early experimental results support the conjecture that TEQ is indeed monotonic.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-006.pdf,Subjects: 7.1 Multi-Agent Systems; 9.2 Computational Complexity
6,2008,"Agents, Game Theory, Auctions, and Mechanism Design",Approximability of Manipulating Elections,"Eric Brelsford, Piotr Faliszewski, Edith Hemaspaandra, Henning Schnoor, Ilka Schnoor","In this paper, we set up a framework to study approximation of manipulation, control, and bribery in elections. We show existence of approximation algorithms (even fully polynomial time approximation schemes) as well as obtain inapproximability results.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-007.pdf,
7,2008,"Agents, Game Theory, Auctions, and Mechanism Design",Efficient Metadeliberation Auctions,"Ruggiero Cavallo, David C. Parkes","Imagine a resource allocation scenario in which the interested parties can, at a cost, individually research ways of using the resource to be allocated, potentially increasing the value they would achieve from obtaining it. Each agent has a private model of its research process and obtains a private realization of its improvement in value, if any. From a social perspective it is optimal to coordinate research in a way that strikes the right tradeoff between value and cost, ultimately allocating the resource to one party—thus this is a problem of multi-agent metadeliberation. We provide a reduction of computing the optimal deliberation-allocation policy to computing Gittins indices in multi-armed bandit worlds, and apply a modification of the dynamic-VCG mechanism to yield truthful participation in an ex post equilibrium. Our mechanism achieves equilibrium implementation of the optimal policy even when agents have the capacity to deliberate about other agents' valuations, and thus addresses the problem of strategic deliberation.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-008.pdf,Subjects: 7.1 Multi-Agent Systems; 7. Distributed AI
8,2008,"Agents, Game Theory, Auctions, and Mechanism Design",Achieving Cooperation in a Minimally Constrained Environment,"Steven Damer, Maria Gini","We describe a simple environment to study cooperation between two agents and a method of achieving cooperation in that environment. The environment consists of randomly generated normal form games with uniformly distributed payoffs. Agents play multiple games against each other, each game drawn independently from the random distribution. In this environment cooperation is difficult. Tit-for-Tat cannot be used because moves are not labeled as cooperate"" or ""defect"", fictitious play cannot be used because the agent never sees the same game twice, and approaches suitable for stochastic games cannot be used because the set of states is not finite. Our agent identifies cooperative moves by assigning an attitude to its opponent and to itself. The attitude determines how much a player values its opponents payoff, i.e how much the player is willing to deviate from strictly self-interested behavior. To cooperate, our agent estimates the attitude of its opponent by observing its moves and reciprocates by setting its own attitude accordingly. We show how the opponent's attitude can be estimated using a particle filter, even when the opponent is changing its attitude.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-009.pdf,Subjects: 7.1 Multi-Agent Systems; 7.2 Software Agents
9,2008,"Agents, Game Theory, Auctions, and Mechanism Design",Generalized Point Based Value Iteration for Interactive POMDPs,"Prashant Doshi, Dennis Perez","We develop a point based method for solving finitely nested interactive POMDPs approximately. Analogously to point based value iteration (PBVI) in POMDPs, we maintain a set of belief points and form value functions composed of those value vectors that are optimal at these points. However, as we focus on multiagent settings, the beliefs are nested and computation of the value vectors relies on predicted actions of others. Consequently, we develop a novel interactive generalization of PBVI applicable to multiagent settings.",https://aaai.org/Library/AAAI/2008/../../../Papers/AAAI/2008/AAAI08-010.pdf,Subjects: 7.1 Multi-Agent Systems; 15.5 Decision Theory
