,conference_year,category,title,author,abstract,download_url,keywords
0,1991,"Case-BasedReasoning",Rules and Precedents as Complementary Warrants,"L. Karl Branting, Bruce W. Porter","This paper describes a model of the complementarity of rules and precedents in the classification task. Under this model, precedents assist rule-based reasoning by operationalizing abstract rule antecedents. Conversely, rules assist case-based reasoning through case elaboration, the process of inferring case facts in order to increase the similarity between cases, and term reformulation, the process of replacing a term whose precedents only weakly match a case with terms whose precedents strongly match the case. Fully exploiting this complementarity requires a control strategy characterized by impartiality, the absence of arbitrary ordering restrictions on the use of rules and precedents. An impartial control strategy was implemented in GREBE in the domain of Texas worker’s compensation law. In a preliminary evaluation, GREBE’s performance was found to be as good or slightly better than the performance of law students on the same task.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-001.pdf,
1,1991,"Case-BasedReasoning",An Indexing Vocabulary for Case-Based Explanation,David B. Leake,"The success of case-based reasoning depends on effective retrieval of relevant prior cases. If retrieval is expensive, or if the cases retrieved are inappropriate, retrieval and adaptation costs will nullify many of the advantages of reasoning from prior experience. We propose an indexing vocabulary to facilitate retrieval of explanations in a case-based explanation system. The explanations we consider are explanations of anomalies (conflicts between new situations and prior expectations or beliefs). Our vocabulary groups anomalies according to the type of information used to generate the expectations or beliefs that failed, and according to how the expectations failed. We argue that by using this vocabulary to characterize anomalies, and retrieving explanations that were built to account for similarly-characterized past anomalies, a case-based explanation system can restrict retrieval to explanations likely to be relevant. In addition, the vocabulary can be used to organize general explanation strategies that suggest paths for explanation in novel situations.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-002.pdf,
2,1991,"Case-BasedReasoning",Indexing Stories as Social Advice,Eric A. Domeshek,"This paper reports on an indexing system supporting retrieval of past cases as advice about everyday social problems; it has been implemented in the Abby lovelorn advising system. Two points are emphasized: (1) indices are descriptions of problems and their causes, couched in a vocabulary centered on intentional causality, and (2) indices fit a fixed format that allows reification of identity and thematic relationships as features. Abby answers several of the central questions that any indexing system must address, and has advantages over less restrictive systems.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-003.pdf,
3,1991,"Case-BasedReasoning",Improving Rule-Based Systems Through Case-Based Reasoning,"Andrew R. Golding, Paul S. Rosenbloom","A novel architecture is presented for combining rule-based and case-based reasoning. The central idea is to apply the rules to a target problem to get a first approximation to the answer; but if the problem is judged to be compellingly similar to a known exception of the rules in any aspect of its behavior, then that aspect is modelled after the exception rather than the rules. The architecture is implemented for the full-scale task of pronouncing surnames. Preliminary results suggest that the system performs almost as well as the best commercial systems. However, of more interest than the absolute performance of the system is the result that this performance was better than what could have been achieved with the rules alone. This illustrates the capacity of the architecture to improve on the rule-based system it starts with. The results also demonstrate a beneficial interaction in the system, in that improving the rules speeds up the case-based component.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-004.pdf,
4,1991,"Case-BasedReasoning",The Roles of Adaptation in Case-Based Design,"Thomas R. Hinrichs, Janet L. Kolodner","Many design tasks have search spaces that are vague and evaluation criteria that are subjective. We present a model of design that can solve such problems using a method of plausible design adaptation. In our approach, adaptation transformations are used to modify the components and structure of a design and constraints on the design problem. This adaptation process plays multiple roles in design: 1) It is used as part of case-based reasoning to modify previous design cases. 2) It accommodates constraints that arrive late in the design process by adapting previous decisions rather than by retracting them. 3) It resolves impasses in the design process by weakening preference constraints. This model of design has been implemented in a computer program called JULIA that designs the presentation and menu of a meal to satisfy multiple, interacting constraints.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-005.pdf,
5,1991,"Case-BasedReasoning",Prototype-Based Reasoning: An Integrated Approach to Solving Large Novel Problems,"Shankar A. Rajamoney, Hee-Youn Lee","Two important computational approaches to problem solving are model-based reasoning (MBR) and case-based reasoning (CBR). MBR, since it reasons from first principles, is especially suited for solving novel problems. CBR, since it reasons from previous experience, is especially suited for solving frequently encountered problems. However, large novel problems pose difficulties for both approaches-MBR rapidly grows intractable and CBR fails to find a relevant previous case. In this paper we describe an approach called prototype- based reasoning that integrates both approaches to solve such problems. Prototype-based reasoning treats a large novel problem as a novel combination of several familiar subproblems. It uses CBR to find and solve the subproblems, formulates a new problem by combining these individual solutions, and uses MBR to solve this new problem. We demonstrate the effectiveness of this method on several examples involving the causal simulation of complex electronic circuits.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-006.pdf,
6,1991,"Communicationand Cooperation",Student Modelling with Confluences,"Daniel Baril, Jim E. Greer, Gordon I. McCalla","Student modelling is not typically concerned with representing the deep mental models a student employs in dealing with the world around him/her. In this research we discuss an intelligent tutoring system, PRESTO, whose goal is to understand the mental model a student has of a physical device, and then use this mental model in providing help to overcome misunderstandings related to the functioning of the device. The mental model is extracted from the student by asking questions about the relationships of variables affecting the physics of the device. The mental model is represented using deKleer and Brown’s qualitative confluence equations. The mental model can then be compared to a set of confluences representing a correct perspective on how the device functions. A variety of pedagogical choices can be made: to explain contradictions implicit in the student’s understanding of the device, to show the student a simpler physical device that by analogy illustrates anomalies in the student’s understanding, or to let the student witness his/her version of the device in operation so the misunderstandings become obvious. Experiments in running PRESTO with a number of students shows this approach to mental modelling to be promising.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-007.pdf,
7,1991,"Communicationand Cooperation",FITS: A Fraction Intelligent Tutoring System,Hyacinth S. Nwana,"This paper presents FITS - an Intelligent Tutoring System (ITS) for the domain of addition of fractions. It was developed with the aim of improving on many of the shortcomings of existing tutors in the mathematical domain. The paper largely describes its functioning. In order to give the reader a better 'feel' of the tutor’s capabilities than obtained from its description, an actual student-tutor protocol extract is given. More significantly the tutor has also been evaluated in several ways with seemingly very encouraging results so far; however, due to length restrictions they are not reported in this paper. The paper concludes by briefly highlighting some of FITS’s improved features over other existing tutors in the domain as well as some of its shortcomings.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-008.pdf,
8,1991,"Communicationand Cooperation",Teaching Diagnostic Skills Using AI: An Architecture Suitable for Students and Teachers,Joël Courtois,"This paper shows how a new approach in the use of AI techniques has been successfully used for the design of an effective ITS in the domain of diagnosis training. The originality of this approach was to take into account three complex problems simultaneously: teaching diagnosis methods to students, giving the means to the teachers of maintaining the system by themselves and providing a tool easy to insert in the context of university laboratories. The architecture of the system is based on a distinct use of two kinds of knowledge representation. All the knowledge liable to modifications is gathered within libraries under descriptive forms easily maintained by the educational staff. General diagnosis knowledge independent of hardware, circuits and even application fields, is described with basic production rules and control metarules. The development of the system was based on the precise analysis of the expert’s behaviour and of the user’s needs, with the aim of making extensive use of the descriptive forms in order to minimize the static knowledge embedded in the rules. The system can work on a microcomputer and is used in an engineering school.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-009.pdf,
9,1991,"Communicationand Cooperation",Planning Multimedia Explanations Using Communicative Acts,Mark T. Maybury,"A number of researchers have investigated the use of plan-based approaches to generate textual explanations (e.g., Appelt 1985; Hovy 1988; Moore 1989; Maybury 1990b). This paper extends this approach to generate multimedia explanations by defining three types of communicative acts: linguistic acts (illocutionary and locutionary speech acts), visual acts (e.g., deictic acts), and media-independent rhetorical acts (e.g., identify, describe). This paper formalizes several of these communicative acts as operators in the library of a hierarchical planner. A computational implementation is described which uses these plan operators to compose route plans in coordinated natural language and graphics in the context of a cartographic information system.",https://aaai.org/Library/AAAI/1991/../../../Papers/AAAI/1991/AAAI91-010.pdf,
