,conference_year,category,title,author,abstract,download_url,keywords
0,1998,AAAI-98 Outstanding Papers,Learning Evaluation Functions for Global Optimization and Boolean Satisfiability,"Justin A. Boyan, Andrew W. Moore","This paper describes Stage , a learning approach to automatically improving search performance on optimization problems. Stage learns an evaluation function which predicts the outcome of a local search algorithm, such as hillclimbing or Walksat , as a function of state features along its search trajectories. The learned evaluation function is used to bias future search trajectories toward better optima. We present positive results on six large-scale optimization domains.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-001.pdf,
1,1998,AAAI-98 Outstanding Papers,The Interactive Museum Tour-Guide Robot,"Wolfram Burgard, Armin B. Cremers, Dieter Fox, Dirk Hähnel, Gerhard Lakemeyer, Dirk Schulz, Walter Steiner, Sebastian Thrun","This paper describes the software architecture of an autonomous tour-guide/tutor robot. This robot was recently deployed in the ""Deutsches Museum Bonn,"" were it guided hundreds of visitors through the museum during a six-day deployment period. The robot’s control software integrates low-level probabilistic reasoning with high-level problem solving embedded in first order logic. A collection of software innovations, described in this paper, enabled the robot to navigate at high speeds through dense crowds, while reliably avoiding collisions with obstacles--some of which could not even be perceived. Also described in this paper is a user interface tailored towards non-expert users, which was essential for the robot’s success in the museum. Based on these experiences, this paper argues that time is ripe for the development of AI-based commercial service robots that assist people in everyday life.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-002.pdf,
2,1998,AAAI-98 Outstanding Papers,Acceleration Methods for Numeric CSPs,"Yahia Lebbah, Olivier Lhomme","This paper introduces a new way of accelerating the convergence of numeric CSP filtering algorithms, through the use of extrapolation methods. Extrapolation methods are used in numerical analysis to accelerate the convergence of real number sequences. We will show how to use them for solving numeric CSPs, leading to drastic improvement in efficiency.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-003.pdf,
3,1998,Agent Interaction,Minimal Social Laws,"David Fitoussi, Moshe Tennenholtz","Research on social laws in computational environments has proved the usefulness of the law-based approach for the coordination of multi-agent systems. Though researchers have noted that the imposition of a specification could be attained by a variety of different laws, there has been no attempt to identify a criterion for selection among alternative useful social laws. We propose such a criterion which is based on the notion of minimality. A useful social law puts constraints on the agents’ actions in such away that as a result of these constraints, they are able to achieve their goals. A minimal social law is a useful social law that minimizes the amount of constraints the agents shall obey. Minimal social laws give an agent maximal exibility inchoosing a new behavior as a function of various local changes either in his capabilities or in his objectives, without interfering with the other agents. We show that this concept can be usefully applied to a problem in robotics and present a computational study of minimal social laws.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-004.pdf,
4,1998,Agent Interaction,Optimal Auctions Revisited,"Dov Monderer, Moshe Tennenholtz","The theory of mechanism design in economics/game theory deals with a center who wishes to maximize an objective function which depends on a vector of information variables. The value of each variable is known only to a selfish agent, which is not controlled by the center. In order to obtain its objective the center constructs a game, in which every agent participates and reveals its information, because these actions maximize its utility. However, several crucial new issues arise when one tries to transform existing economic mechanisms into protocols to be used in computational environments. In this paper we deal with two such issues: 1. The communication structure, and 2. the representation (syntax) of the agents’ information. The existing literature on mechanism design implicitly assumes that these two features are not relevant. In particular, it assumes a communication structure in which every agent is directly connected to the center. We present new protocols that can be implemented in a large variety of communication structures, and discuss the sensitivity of these protocols to the way in which information is presented.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-005.pdf,
5,1998,Formal Models of Agents’ Commitments,Leveled Commitment Contracts with Myopic and Strategic Agents,"Martin R. Andersson, Tuomas W. Sandholm","In automated negotiation systems consisting of self-interested agents, contracts have traditionally been binding, i.e., impossible to breach. Such contracts do not allow the agents to efficiently deal with future events. This deficiency can be tackled by using a leveled commitment contracting protocol which allows the agents to decommit from contracts by paying a monetary penalty to the contracting partner. The efficiency of such protocols depends heavily on how the penalties are decided. In this paper, different leveled commitment protocols and their parameterizations are empirically compared to each other and to several full commitment protocols. In the different experiments, the agents are of different types: self-interested or cooperative, and they can perform different levels of lookahead. Surprisingly, self-interested myopic agents reach a higher social welfare quicker than cooperative myopic agents when decommitment penalties are low. The social welfare in settings with agents that performed lookahead did not vary as much with the decommitment penalty as the social welfare in settings that consisted of myopic agents. For a short range of values of the decommitment penalty, myopic agents performed almost as well as agents that performed lookahead. In all of the settings studied, the best way to set the decommitment penalties was to choose low penalties, but ones that were greater than zero. This indicates that leveled commitment contracting protocols outperform both full commitment protocols and commitment free protocols.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-006.pdf,
6,1998,Formal Models of Agents’ Commitments,Anytime Coalition Structure Generation with Worst Case Guarantees,"Tuomas Sandholm, Kate Larson, Martin Andersson, Onn Shehory, Fernando Tohmé","Coalition formation is a key topic in multiagent systems. One would prefer a coalition structure that maximizes the sum of the values of the coalitions, but often the number of coalition structures is too large to allow exhaustive search for the optimal one. But then, can the coalition structure found via a partial search be guaranteed to be within a bound from optimum? We show that none of the previous coalition structure generation algorithms can establish any bound because they search fewer nodes than a threshold that we show necessary for establishing a bound. We present an algorithm that establishes a tight bound within this minimal amount of search, and show that any other algorithm would have to search strictly more. The fraction of nodes needed to be searched approaches zero as the number of agents grows. If additional time remains, our anytime algorithm searches further, and establishes a progressively lower tight bound. Surprisingly, just searching one more node drops the bound in half. As desired, our algorithm lowers the bound rapidly early on, and exhibits diminishing returns to computation. It also drastically outperforms its obvious contenders. Finally, we show how to distribute the desired search across self-interested manipulative agents.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-007.pdf,
7,1998,Motivation and Emotion,A Motivational System for Regulating Human-Robot Interaction,Cynthia Breazeal (Ferrell),"This paper presents a motivational system for an autonomous robot which is designed to regulate human-robot interaction. The mode of social interaction is that of a caretaker-infant dyad where a human acts as the caretaker for the robot. An infant’s emotions and drives play a very important role in generating meaningful interactions with the caretaker, and regulating these interactions to maintain an environment suitable for the learning process (Bullowa 1979). Similarly, the learning task for the robot is to apply various communication skills acquired during social exchanges to manipulate the caretaker such that its drives are satisfied. Toward this goal, the motivational system implements drives , emotions , and facial expressions. Although the details of the learning itself are beyond the scope of this paper, this work represents an important step toward realizing robots that can engage in meaningful bi-directional social interactions with humans.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-008.pdf,
8,1998,Motivation and Emotion,Emotion Model for Life-Like Agent and Its Evaluation,"Hirohide Ushida, Yuji Hirayama, Hiroshi Nakajima","This paper proposes an emotion model for life-like agents with emotions and motivations. This model consists of reactive and deliberative mechanisms. The former generates low-level instantaneous responses to external stimuli that come from the real world and virtual worlds. The latter mechanism especially focuses on emotions. A basic idea of the model comes from a psychological theory, called the cognitive appraisal theory. In the model, cognitive and emotional processes interact with each other based on the theory. A multi-module architecture is employed in order to carry out the interactions. The model also has a learning mechanism to diversify behavioral patterns. These features are effective in giving users the illusion of life. We applied the proposed model to characters in a virtual world and show the results obtained from three experiments with users.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-009.pdf,
9,1998,Motivation and Emotion,When Robots Weep: Emotional Memories and Decision-Making,Juan D. Velásquez,"We describe an agent architecture that integrates emotions, drives, and behaviors, and that focuses on modeling some of the aspects of emotions as fundamental components within the process of decision-making. We show how the mecha-nisms of primary emotions can be used as building blocks for the acquisition of emotional memories that serve as biasing mechanisms during the process of making decisions and selecting actions. The architecture has been implemented into an object-oriented framework that has been successfully used to develop and control several synthetic agents and which is currently being used as the control system for an emotional pet robot.",https://aaai.org/Library/AAAI/1998/../../../Papers/AAAI/1998/AAAI98-010.pdf,
