,conference_year,category,title,author,abstract,download_url,keywords
0,1993,Automated Reasoning,On Computing Minimal Models,"Rachel Ben-Eliyahu, Rina Dechter","This paper addresses the problem of computing the minimal models of a given CNF propositional theory. We present two groups of algorithms. Algorithms in the first group are efficient when the theory is almost Horn, that is, when there are few non-Horn clauses and/or when the set of all literals that appear positive in any non-Horn clause is small. Algorithms in the other group are efficient when the theory can be represented as an acyclic network of low-arity relations. Our algorithms suggest several characterizations of tractable subsets for the problem of finding minimal models.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-001.pdf,
1,1993,Automated Reasoning,On the Adequateness of the Connection Method,"Antje Beringer, Steffen Hölldobler","Roughly speaking, adequatness is the property of a theorem proving method to solve simpler problems faster than more difficult ones. Automated inferencing methods are often not adequate as they require thousands of steps to solve problems which humans solve effortlessly, spontaneously, and with remarkable efficiency. L. Shastri and V. Ajjanagadde - who call this gap the artificial intelligence paradox - suggest that their connectionist inference system is a first step toward bridging this gap. In this paper we show that their inference method is equivalent to reasoning by reductions in the well-known connection method. In particular, we extend a reduction technique called evaluation of isolated connections such that this technique - together with other reduction techniques - solves all problems which can be solved by Shastri and Aianagadde’s system under the same parallel time and space requirements. Consequently, we obtain a semantics for Shastri and Ajjanagadde’s logic. But, most importantly, if Shastri and Ajjanagadde' s logic really captures the kind of reasoning which humans can perform efficiently, then this paper shows that a massively parallel implementation of the connection method is adequate.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-002.pdf,
2,1993,Automated Reasoning,Rough Resolution: A Refinement of Resolution to Remove Large Literals,"Heng Chu, David A. Plaisted","Semantic hyper-linking [Plaisted et al., 1992, Chu and Plaisted, 1993, Chu and Plaisted, 1992] has been proposed recently to use semantics with hyper-linking [Lee and Plaisted, 1992], an instance-based theorem proving technique. Ground instances are generated until an unsatisfiable ground set is obtained; semantics is used to greatly reduce the search space. One disadvantage of semantic hyper-linking is,that large ground literals, if needed in the proofs, sometimes are hard to generate. In this paper we propose rough resolution, a refinement of resolution [Robinson, 1965], to only resolve upon maximum literals, that are potentially large in ground instances, and obtain rough resoluents. Rough resolvents can be used by semantic hyper-linking to avoid generating large ground literals since maximum literals have been deleted. As an example, we will show how rough resolution helps to prove LIM3 [Bledsoe, 1990 , which cannot be proved using semantic 9 hyper-linking only. We will also show other results in which rough resolution helps to find the proofs faster. Though incomplete, rough resolution can be used with other complete methods that prefer small clauses.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-003.pdf,
3,1993,Automated Reasoning,Experimental Results on the Crossover Point in Satisfiability Problems,"James M. Crawford, Larry D. Auton","Determining whether a propositional theory is satisfiable is a prototypical example of an NP-complete problem. Further, a large number of problems that occur in knowledge representation, learning, planning, and other areas of AI are essentially satisfiability problems. This paper reports on a series of experiments to determine the location of the crossover point - the point at which half the randomly generated propositional theories with a given number of variables and given number of clauses are satisfiable - and to assess the relationship of the crossover point to the difficulty of determining satisfiability. We have found empirically that, for Q-SAT, the number of clauses at the crossover point is a linear function of the number of variables. This result is of theoretical interest since it is not clear why such a linear relationship should exist, but it is also of practical interest since recent experiments [Mitchell et al. 92; Cheeseman et al. 91] indicate that the most computationally difficult problems tend to be found near the crossover point. We have also found that for random 3-SAT problems below the crossover point, the average time complexity of satisfiability problems seems empirically to grow linearly with problem size. At and above the crossover point the complexity seems to grow exponentially, but the rate of growth seems to be greatest near the crossover point.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-004.pdf,
4,1993,Automated Reasoning,Towards an Understanding of Hill-Climbing Procedures for SAT,"Ian P. Gent, Toby Walsh","Recently several local hill-climbing procedures for propositional satisfiability have been proposed which are able to solve large and difficult problems beyond the reach of conventional algorithms like Davis-Putnam. By the introduction of some new variants of these procedures, we provide strong experimental evidence to support our conjecture that neither greediness nor randomness is important in these procedures. One of the variants introduced seems to offer significant improvements over earlier procedures. In addition, we investigate experimentally how performance depends on their parameters. Our results suggest that runtime scales less than simply exponentially in the problem size.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-005.pdf,
5,1993,Automated Reasoning,Reasoning with Characteristic Models,"Henry A. Kautz, Michael J. Kearns, Bart Selman","Formal AI systems traditionally represent knowledge using logical formulas. We will show, however, that for certain kinds of information, a model-based representation is more compact and enables faster reasoning than the corresponding formula-based representation. The central idea behind our work is to represent a large set of models by a subset of characteristic models. More specifically, we examine model-based representations of Horn theories, and show that there are large Horn theories that can be exactly represented by an exponentially smaller set of characteristic models. In addition, we will show that deduction based on a set of characteristic models takes only linear time, thus matching the performance using Horn theories. More surprisingly, abduction can be performed in polynomial time using a set of characteristic models, whereas abduction using Horn theories is NP-complete.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-006.pdf,
6,1993,Automated Reasoning,The Breakout Method for Escaping from Local Minima,Paul Morris,"A number of algorithms have recently been proposed that use iterative improvement (a form of hill-climbing) to solve constraint satisfaction problems. These techniques have had dramatic success on certain problems. However, one factor limiting their wider application is the possibility of getting stuck at non-solution local minima. In this paper we describe an iterative improvement algorithm, called Breakout, that can escape from local minima. We present empirical evidence that this method is very effective in cases where previous approaches have difficulty. Although Breakout is not, theoretically complete, in practice it appears to almost always find solutions ,for solvable problems. We prove that an idealized (but less efficient) version of the algorithm is complete.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-007.pdf,
7,1993,Automated Reasoning,An Empirical Study of Greedy Local Search for Satisfiability Testing,"Bart Selman, Henry A. Kautz","GSAT is a randomized local search procedure for solving propositional satisfiability problems. GSAT can solve hard, randomly generated problems that are an order of magnitude larger than those that can be handled by more traditional approaches, such as the Davis-Putnam procedure. This paper presents the results of numerous experiments we have performed with GSAT, in order to improve our understanding of its capabilities and limitations. We first characterize the space traversed by GSAT. We will see that for nearly all problem classes we have encountered, the space consists of a steep descent followed by broad flat plateaus. We then compare GSAT with simulated annealing, and show how GSAT can be viewed as an efficient method for executing the low-temperature tail of an annealing schedule. Finally, we report on extensions to the basic GSAT procedure. We discuss two general, domain-independent extensions that dramatically improve GSAT’s performance on structured problems: the use of clause weights, and a way to average in near-solutions when initializing the procedure before each try.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-008.pdf,
8,1993,Case-Based Reasoning,Projective Visualization: Acting from Experience,Marc Goodman,"This paper describes Projective Visualization, which uses previous observation of a process or activity to project the results of an agent’s actions into the future. Actions which seem likely to succeed are selected and applied. Actions which seem likely to fail are rejected, and other actions can be generated and evaluated. This paper presents a description of the architecture for Projective Visualization, preliminary results on learning to act from observations of a reactive system, and a comparison of two types of Case Projection (how situations are projected into the future).",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-009.pdf,
9,1993,Case-Based Reasoning,Representing and Using Procedural Knowledge to Build Geometry Proofs,"Thomas F. McDougal, Kristian J. Hammond","What is the nature of expertise? This paper posits an answer to that question in the domain of geometry problem-solving. We present a computer program called POLYA which makes use of explicit planning knowledge to solve geometry proof problems, integrating the processes of parsing the diagram and writing the proof.",https://aaai.org/Library/AAAI/1993/../../../Papers/AAAI/1993/AAAI93-010.pdf,
