,conference_year,category,title,author,abstract,download_url,keywords
0,1992,"Explanationand Tutoring",Understanding Causal Descriptions of Physical Systems,Gary C. Borchardt,"This paper introduces the causal reconstruction task-the task of reading a causal description of a physical system, forming an internal model of the specified behavior, and answering questions demonstrating comprehension and reasoning on the basis of the input description. A representation called transition space is introduced, in which events are depicted as path fragments in a space of ""transitions,"" or complexes of changes in the attributes of participating objects. By identifying partial matches between the transition space representations of events, a program called PATHFINDER is able to perform causal reconstruction on short causal descriptions presented in simplified English. Simple transformations applied to event representations prior to matching enable the program to bridge discontinuities arising from the writer’s use of analogy or abstraction. The operation of PATHFINDER is illustrated in the context of a simple causal description extracted from the Encyclopedia Americana, involving exposure of film in a camera.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-001.pdf,
1,1992,"Explanationand Tutoring",Generating Cross-References for Multimedia Explanation,"Kathleen R. McKeown, Steven K. Feiner, Jacques Robin, Dorée D. Seligmann, Michael Tanenblatt","When explanations include multiple media, such as text and illustrations, a reference to an object can be made through a combination of media. We call part of a presentation that references material elsewhere a cross-reference. We are concerned here with how textual expressions can refer to parts of accompanying illustrations. The illustration to which a cross-reference refers should also satisfy the specific goal of identifying an object for the user. Thus, producing an effective cross-reference not only involves text generation, but may also entail modifying or replacing an existing illustration and in some cases, generating an illustration where previously none was needed. In this paper, we describe the different types of cross-references that COMET (Coordinated Multimedia Explanation Testbed) generates and show the roles that both its text and graphics generators play in this process.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-002.pdf,
2,1992,"Explanationand Tutoring",Results of Encoding Knowledge with Tutor Construction Tools,"Tom Murray, Beverly Park Woolf","We have developed and evaluated a set of tutor construction tools which enabled three computer-naive educators to build, test and modify an intelligent tutoring system. The tools constitute a knowledge acquisition interface for representing and rapid prototyping both domain and tutoring knowledge. A formative evaluation is described which lasted nearly two years and involved 20 students. This research aims to understand and support the knowledge acquisition process in education and to facilitate browsing and modification of knowledge. Results of a person-hour analysis of throughput factors are provided along with knowledge representation and engineering issues for developing knowledge acquisition interfaces in education.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-003.pdf,
3,1992,"Explanationand Tutoring",Steps from Explanation Planning to Model Construction Dialogues,"Daniel Suthers, Beverly Woolf, Matthew Cornell","Human explanatory dialogue is an activity in which participants interactively construct explanatory models of the topic phenomenon. However, current explanation planning technology does not support such dialogue. In this paper we describe contributions in the areas of discourse planning architectures, heuristics for knowledge communication, and user interface design that take steps towards addressing this problem. First, our explanation planning architecture independently applies various constraints on the content and organization of explanation, avoiding the inflexibility and contextual assumptions of schematic discourse plans. Second, certain planning operators simulate a human explainer’s efforts to choose and incrementally develop models of the topic phenomenon. Third, dialogue occurs in the medium of a ""live information"" interface designed to serve as the representational medium through which the activities of the machine and human are coupled. Collectively these contributions facilitate interactive model construction in human-machine dialogue.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-004.pdf,
4,1992,Learning: Constructive and Linguistic,A Connectionist Parser with Recursive Sentence Structure and Lexical Disambiguation,George Berg,"In order to be taken seriously, connectionist natural language processing systems must be able to parse syntactically complex sentences. Current connectionist parsers either ignore structure or impose prior restrictions on the structural complexity of the sentences they can process - either number of phrases or the ""depth"" of the sentence structure. XERIC networks, presented here, are distributed representation connectionist parsers which can analyze and represent syntactically varied sentences, including ones with recursive phrase structure constructs. No a priori limits are placed on the depth or length of sentences by the architecture. XERIC networks use recurrent networks to read words one at a time. RAAM-style reduced descriptions and X-Bar grammar are used to make an economical syntactic representation scheme. This is combined with a training technique which allows XERIC to use multiple, virtual copies of its RAAM decoder network to learn to parse and represent sentence structure using gradient-descent methods. XERIC networks also perform number-person disambiguation and lexical disambiguation. Results show that the networks train to a few percent error for sentences up to a phrase-nesting depth of ten or more and that this performance generalizes well.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-005.pdf,
5,1992,Learning: Constructive and Linguistic,Learning to Disambiguate Relative Pronouns,Claire Cardie,"In this paper we show how a natural language system can learn to find the antecedents of relative pronouns. We use a well-known conceptual clustering system to create a case-based memory that predicts the antecedent of a wh-word given a description of the clause that precedes it. Our automated approach duplicates the performance of hand-coded rules. In addition, it requires only minimal syntactic parsing capabilities and a very general semantic feature set for describing nouns. Human intervention is needed only during the training phase. Thus, it is possible to compile relative pronoun disambiguation heuristics tuned to the syntactic and semantic preferences of a new domain with relative ease. Moreover, we believe that the technique provides a general approach for the automated acquisition of additional disambiguation heuristics for natural language systems, especially for problems that require the assimilation of syntactic and semantic knowledge.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-006.pdf,
6,1992,Learning: Constructive and Linguistic,Discrimination-Based Constructive Induction of Logic Programs,"Boonserm Kijsirikul, Masayuki Numao, Masamichi Shimura","This paper presents a new approach to constructive induction, Discrimination-Based Constructive induction(DBC), which invents useful predicates in learning relations. Triggered by failure of selective induction, DBC finds a minimal set of variables forming a new predicate that discriminates between positive and negative examples, and induces a definition of the invented predicate. If necessary, it also induces subpredicates for the definition. Experimental results show that DBC learns meaningful predicates without any interactive guidance.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-007.pdf,
7,1992,Learning: Constructive and Linguistic,Learning Relations by Pathfinding,"Bradley L. Richards, Raymond J. Mooney","First-order learning systems (e.g., FOlL, FOCL, FORTE) generally rely on hill-climbing heuristics in order to avoid the combinatorial explosion inherent in learning first-order concepts. However, hill-climbing leaves these systems vulnerable to local maxima and local plateaus. We present a method, called relational pathfinding, which has proven highly effective in escaping local maxima and crossing local plateaus. We present our algorithm and provide learning results in two domains: family relationships and qualitative model building.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-008.pdf,
8,1992,Learning: Discovery,Symmetry as Bias: Rediscovering Special Relativity,Michael Lowry,"This paper describes a rational reconstruction of Einstein’s discovery of special relativity, validated through an implementation: the Erlanger program. Einstein’s discovery of special relativity revolutionized both the content of physics and the research strategy used by theoretical physicists. This research strategy entails a mutual bootstrapping process between a hypothesis space for biases, defined through different postulated symmetries of the universe, and a hypothesis space for physical theories. The invariance principle mutually constrains these two spaces. The invariance principle enables detecting when an evolving physical theory becomes inconsistent with its bias, and also when the biases for theories describing different phenomena are inconsistent. Structural properties of the invariance principle facilitate generating a new bias when an inconsistency is detected. After a new bias is generated, this principle facilitates reformulating the old, inconsistent theory by treating the latter as a limiting approximation.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-009.pdf,
9,1992,Learning: Discovery,Theory-Driven Discovery of Reaction Pathways in the MECHEM System,Raúl E. Valdés-Perez,"One goal of machine discovery is to automate creative tasks from human scientific practice. This paper describes a project to automate in a general manner the theory-driven discovery of reaction pathways in chemistry and biology. We have designed a system - called MECHEM - that proposes credible pathway hypotheses from data ordinarily available to the chemist. MECHEM has been applied to reactions drawn from the history of biochemistry, from recent industrial chemistry as reported in journals, and from organic chemistry textbooks. The paper first explains the chemical problem and discusses previous AI treatments. Then are presented the architecture of the system, the key algorithmic ideas, and the heuristics used to explore the very large space of chemical pathways. The system’s efficacy is demonstrated on a biochemical reaction studied earlier by Kulkarni and Simon in the KEKADA system, and on another reaction from industrial chemistry. Our project has also resulted in separate novel contributions to chemical knowledge, demonstrating that we have not simplified the task for our convenience, but have addressed its full complexity.",https://aaai.org/Library/AAAI/1992/../../../Papers/AAAI/1992/AAAI92-010.pdf,
