,conference_year,category,title,author,abstract,download_url,keywords
0,2006,Contents,AAAI Organization,AAAI officers and staff.,This page is copyrighted by AAAI. All rights reserved. Your use of this site constitutes acceptance of all of AAAI's terms and conditions and privacy policy.,https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-386.pdf,
1,2006,Contents,AAAI-06 and IAAI-06 Conference Program Committees,"List of conference reviewers, program committee, and organizers for AAAI-06 and IAAI-06.",This page is copyrighted by AAAI. All rights reserved. Your use of this site constitutes acceptance of all of AAAI's terms and conditions and privacy policy.,https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-387.pdf,
2,2006,Contents,AAAI-06 Awards,Best paper awards presented at AAAI-06.,This page is copyrighted by AAAI. All rights reserved. Your use of this site constitutes acceptance of all of AAAI's terms and conditions and privacy policy.,https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-388.pdf,
3,2006,Contents,Sponsoring Organizations,Corporate sponsors of AAAI and IAAI 2006.,This page is copyrighted by AAAI. All rights reserved. Your use of this site constitutes acceptance of all of AAAI's terms and conditions and privacy policy.,https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-389.pdf,
4,2006,Contents,AAAI-06 Preface,Yolanda Gil and Raymond J. Mooney,"Welcome to the Twenty-First National Conference on Artificial Intelligence, AAAI-06! 2006 is a special year for the AI research community because we celebrate the fiftieth anniversary of the Dartmouth project where the term “artificial intelligence” was first introduced by John McCarthy as the topic of investigation. AAAI-06 celebrates the growth and diversity of our field and includes a number of new features to encourage wide participation of researchers and practitioners in the field and related disciplines.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-390.pdf,
5,2006,Contents,IAAI-06 Preface,Bruce Porter and William Cheetham,"Welcome to the Eighteenth Annual Conference on Innovative Applications of Artificial Intelligence (IAAI-06). The purpose of this conference is to discuss, document, and—indeed— to celebrate the maturation of AI technologies into successful applications.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-391.pdf,
6,2006,Contents,Invited Talks,"Tim Berners-Lee, Bruce Buchanan, Pedro Domingos, Ken Koedinger, Karen Myers, Dan Roth, Neil Jacobstein, Sebastian Thrun",Abstracts of the invited talks presented at AAAI-06 and IAAI-06.,https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-392.pdf,
7,2006,Invited Talk,Unifying Logical and Statistical AI,"Pedro Domingos, Stanley Kok, Hoifung Poon, Matthew Richardson, Parag Singla","Intelligent agents must be able to handle the complexity and uncertainty of the real world. Logical AI has focused mainly on the former, and statistical AI on the latter. Markov logic combines the two by attaching weights to first-order formulas and viewing them as templates for features of Markov networks. Inference algorithms for Markov logic draw on ideas from satisfiability, Markov chain Monte Carlo and knowledge-based model construction. Learning algorithms a re based on the voted perceptron, pseudo-likelihood and inductive logic programming. Markov logic has been successfully applied to problems in entity resolution, link prediction, information extraction and others, and is the basis of the open-source Alchemy system.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-001.pdf,Subjects: 12. Machine Learning and Discovery; 3. Automated Reasoning
8,2006,Constraint Satisfaction and Satisfiability,The Impact of Balancing on Problem Hardness in a Highly Structured Domain,"Carlos Ansotegui, Ramon Bejar, Cesar Fernandez, Carla Gomes, Carles Mateu","Random problem distributions have played a key role in the study and design of algorithms for constraint satisfaction and Boolean satisfiability, as well as in our understanding of problem hardness, beyond standard worst-case complexity. We consider random problem distributions from a highly structured problem domain that generalizes the Quasigroup Completion problem (QCP) and Quasigroup with Holes (QWH), a widely used domain that captures the structure underlying a range of real-world applications. Our problem domain is also a generalization of the well-known Sudoku puzzle: we consider Sudoku instances of arbitrary order, with the additional generalization that the block regions can have rectangular shape, in addition to the standard square shape. We evaluate the computational hardness of Generalized Sudoku instances, for different parameter settings. Our experimental hardness results show that we can generate instances that are considerably harder than QCP/QWH instances of the same size. More interestingly, we show the impact of different balancing strategies on problem hardness. We also provide insights into backbone variables in Generalized Sudoku instances and how they correlate to problem hardness.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-002.pdf,Subjects: 15.2 Constraint Satisfaction; 15.7 Search
9,2006,Constraint Satisfaction and Satisfiability,Abstract Branching for Quantified Formulas,Marco Benedetti,"We introduce a novel search-based decision procedure for Quantified Boolean Formulas (QBFs), called Abstract Branching. As opposed to standard search-based procedures, it escapes the burdensome need for branching on both children of every universal node in the search tree. This is achieved by branching on existential variables only, while admissible universal assignments are inferred. Running examples and experimental results are reported.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-003.pdf,Subjects: 15.7 Search; 15.2 Constraint Satisfaction
10,2006,Constraint Satisfaction and Satisfiability,Exploiting Tree Decomposition and Soft Local Consistency in Weighted CSP,"Simon de Givry, Thomas Schiex, Gerard Verfaillie","Several recent approaches for processing graphical models (constraint and Bayesian networks) simultaneously exploit graph decomposition and local consistency enforcing. Graph decomposition exploits the problem structure and offers space and time complexity bounds while hard information propagation provides practical improvements of space and time behavior inside these theoretical bounds. Concurrently, the extension of local consistency to weighted constraint networks has led to important improvements in branch and bound based solvers. Indeed, soft local consistencies give incrementally computed strong lower bounds providing inexpensive yet powerful pruning and better informed heuristics. In this paper, we consider combinations of tree decomposition based approaches and soft local consistency enforcing for solving weighted constraint problems. The intricacy of weighted information processing leads to different approaches, with different theoretical properties. It appears that the most promising combination sacrifices a bit of theory for improved practical efficiency.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-004.pdf,Subjects: 15. Problem Solving; 15.2 Constraint Satisfaction
11,2006,Constraint Satisfaction and Satisfiability,Extending Dynamic Backtracking to Solve Weighted Conditional CSPs,Robert T. Effinger Brian C. Williams,"Many planning and design problems can be characterized as optimal search over a constrained network of conditional choices with preferences. To draw upon the advanced methods of constraint satisfaction to solve these types of problems, many dynamic and flexible CSP variants have been proposed. One such variant is the Weighted Conditional CSP (WCCSP). So far, however, little work has been done to extend the full suite of CSP search algorithms to solve these CSP variants. In this paper, we extend Dynamic Backtracking and similar backjumping-based CSP search algorithms to solve WCCSPs by utilizing activity constraints and soft constraints in order to quickly prune infeasible and suboptimal regions of the search space. We provide experimental results on randomly generated WCCSP instances to prove these claims.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-005.pdf,Subjects: 15.2 Constraint Satisfaction; 15.7 Search
12,2006,Constraint Satisfaction and Satisfiability,DNNF-based Belief State Estimation,"Paul H Elliott, Brian Williams","As embedded systems grow increasingly complex, there is a pressing need for diagnosing and monitoring capabilities that estimate the system state robustly. This paper is based on approaches that address the problem of robustness by reasoning over declarative models of the physical plant, represented as a variant of factored Hidden Markov Models, called Probabilistic Concurrent Constraint Automata. Prior work on Mode Estimation of PCCAs is based on a Best-First Trajectory Enumeration (BFTE) algorithm. Two algorithms have since made improvements to the BFTE algorithm: 1) the Best-First Belief State Update (BFBSU) algorithm has improved the accuracy of BFTE and 2) the MEXEC algorithm has introduced a polynomial-time bounded algorithm using a smooth deterministic decomposable negation normal form (sd-DNNF) representation. This paper introduces a new DNNF-based Belief State Estimation (DBSE) algorithm that merges the polynomial time bound of the MEXEC algorithm with the accuracy of the BFBSU algorithm. This paper also presents an encoding of a PCCA as a CNF with probabilistic data, suitable for compilation into an sd-DNNF-based representation. The sd-DNNF representation supports computing k belief states from k previous belief states in the DBSE algorithm.",https://aaai.org/Library/AAAI/2006/../../../Papers/AAAI/2006/AAAI06-006.pdf,Subjects: 1.5 Diagnosis; 15.2 Constraint Satisfaction
