,conference_year,category,title,author,abstract,download_url,keywords
0,1999,Technical Papers,Time-Quality Tradeoffs in Reallocative Negotiation with Combinatorial Contract Types,"Martin Andersson and Tuomas Sandholm, Washington University","The capability to reallocate items - e.g. tasks, securities, bandwidth
slices, Mega Watt hours of electricity, and collectibles - is a key
feature in automated negotiation. Especially when agents have
preferences over combinations of items, this is highly nontrivial.
Marginal cost based reallocation leads to an anytime algorithm where
every agent’s payoff increases monotonically over time. Different
contract types head toward different locally optimal allocations of
items, and OCSM-contracts head toward the global optimum. Reaching it
can take impractically long, so it is important to trade off solution
quality against negotiation time. To construct negotiation protocols
that lead to good allocations quickly, we evaluated original (O),
cluster (C), swap (S), and multiagent (M) contracts experimentally.
O-contracts led to the highest social welfare when the ratio of agents
to tasks was large, and C-contract were best when that ratio was small.
O-contracts led to the largest number of contracts made.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-001.pdf,
1,1999,Technical Papers,"Power, Dependence and Stability in Multiagent Plans","Sviatoslav Brainov and Tuomas Sandholm, Washington University","In this paper we present a decision-theoretic model of social power and
social dependence that accounts for origins of different choices
available in different situations. According to the model almost every
group activity, whether it is cooperation or exploitation, has its
origins in resolving some dependence or power relation. The model is
intended for self-interested agents and explains power and dependence in
terms of relations between agents’ plans. It is a generalization of the
dependence network model and accounts for situations of group
dependence, i.e., situations in which an agent depends on a group or a
group depends on an agent. The model is applied to the analysis of
stability of multiagent plans. Stable dependence structures of
multiagent plans are identified. Necessary and sufficient conditions for
stability of joint plans are provided.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-002.pdf,
2,1999,Technical Papers,Combatting Maelstroms in Networks of Communicating Agents,"James E. Hanson and Jeffrey O. Kephart, IBM Thomas J. Watson Research Center","Multi-agent systems in which agents can respond to messages by
automatically generating and multi-casting other messages are inherently
vulnerable to a phenomenon we call a maelstrom. We define a maelstrom to
be a self-sustaining chain reaction in which a single message can
unintentionally trigger the generation of a rapidly growing, potentially
infinite number of messages, quickly incapacitating the communications
network. There is reason to fear that modest advances in agent
technology and usability could lead to spontaneous maelstroms on the
Internet in the near future, particularly in the realm of electronic
mail. In this article we describe various classes of maelstrom that may
arise due to automated forwarding of messages, and propose a novel and
practical means of combatting them.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-003.pdf,
3,1999,Technical Papers,Learning Quantitative Knowledge for Multiagent Coordination,"David Jensen, Michael Atighetchi, Régis Vincent, and Victor Lesser, University of Massachusetts at Amherst","A central challenge of multiagent coordination is reasoning about how
the actions of one agent can affect the actions of another. Knowledge of
these interrelationships can help coordinate agents -- preventing
conflicts and exploiting beneficial relationships among actions. We
explore three interlocking methods that can be used to learn
quantitative knowledge of such non-local effects in TAEMS, a
well-developed framework for multiagent coordination. The surprising
simplicity and effectiveness of these methods demonstrates how agents
can learn domain-specific knowledge quickly, extending the utility of
coordination frameworks that explicitly represent coordination
knowledge.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-004.pdf,
4,1999,Technical Papers,Distributed Games: From Mechanisms to Protocols,"Dov Monderer and Moshe Tennenholtz, Technion - Israel Institute of Technology","The theory of mechanism design in economics/game theory
deals with a center who wishes to maximize an objective
function which depends on a vector of information variables.
The value of each variable is known only to a selfish agent,
which is not controlled by the center. In order to obtain its
objective the center constructs a game, in which every agent
participates and reveals its information, because these actions
maximize its utility. However, several crucial newissues arise
when one tries to transform existing economic mechanisms
into protocols to be used in computational environments. In
this paper we deal with two such issues: 1. The communication
structure, and 2. the representation (syntax) of the
agents’ information. The existing literature on mechanism
design implicitly assumes that these two features are not relevant.
In particular, it assumes a communication structure
in which every agent is directly connected to the center. We
present new protocols that can be implemented in a large variety
of communication structures, and discuss the sensitivity
of these protocols to the way in which information is presented.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-005.pdf,
5,1999,Technical Papers,Evolutionary Economic Agents,"Fergus Nolan, Jarek Wilkiewicz, Dipankar Dasgupta, and Stan Franklin, The University of Memphis","An empirical work is described which compares the optimization levels
produced by a group of economic agents versus those of a similar group
of economic agents which additionally employ a Genetic Algorithm to
attain a higher level of optimization. The problem domain is multimodal.
It incorporates multiple hard and soft constraints, and dynmical
behaviors. It has areas of infeasibility and non-linear behaviors. The
simulated model environment provides several types of sensors, actuators
and opportunities for inter-agent resource mediation. Evidence is
offered to support the theory that multiple weak methods, operating in
concert, on a shared problem, can produce better results than the
individual weak methods acting alone. The problem area is resistant to
the use of strong methods.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-006.pdf,
6,1999,Technical Papers,Bargaining with Deadlines,"Tuomas Sandholm, Washington University, and Nir Vulkan, University of Bristol","This paper analyzes automated distributive negotiation where agents have
firm deadlines that are private information. The agents are allowed to
make and accept offers in any order in continuous time. We show that the
only sequential equilibrium outcome is one where the agents wait until
the first deadline, at which point that agent concedes everything to the
other. This holds for pure and mixed strategies. So, interestingly,
rational agents can never agree to a nontrivial split because offers
signal enough weakness of bargaining power (early deadline) so that the
recipient should never accept. Similarly, the offerer knows that it
offered too much if the offer gets accepted: the offerer could have done
better by out-waiting the opponent. In most cases, the deadline effect
completely overrides time discounting and risk aversion: an agent’s
payoff does not change with its discount factor or risk attitude.
Several implications for the design of negotiating agents are discussed.
We also present an effective protocol that implements the equilibrium
outcome in dominant strategies.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-007.pdf,
7,1999,Technical Papers,Verifying that Agents Implement a Communication Language,"Michael Wooldridge, Queen Mary & Westfield College","In recent years, a number of attempts have been made to develop
standardized agent communication languages. A key issue in such
languages is that of conformance testing. That is, given a program which
claims to semantically conform to some agent communication standard, how
can we determine whether or not it does indeed conform to it? In this
article, we present an expressive agent communication language, and give
a semantics for this language in such a way that verifying semantic
conformance becomes a realistic possibility. The techniques we develop
draw upon those used to give a semantics to reactive systems in
theoretical computer science. To illustrate the approach, we give an
example of a simple agent system, and show that it does indeed respect
the semantics.",https://aaai.org/Library/AAAI/1999/../../../Papers/AAAI/1999/AAAI99-008.pdf,
8,1999,Technical Papers,"AI & the World Wide Web
Recognizing Structure in Web Pages Using Similarity Queries","William W. Cohen, AT&T Labs - Research","We present general-purpose methods for recognizing certain types of
structure in HTML documents. The methods are implemented using WHIRL, a
