,conference_year,category,title,author,abstract,download_url,keywords
0,2004,Contents,AAAI Organization,AAAI,"List of officers, committee members, staff, and volunteers associated with the AAAI-04 conference and AAAI.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-172.pdf,
1,2004,Contents,Program Committees,"George Ferguson, Deborah L. McGuinness, Randall Hill, and Neil Jacobstein",Program committee members for AAAI-04 and IAAI-04.,https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-173.pdf,
2,2004,Contents,AAAI-04 Outstanding Paper Award,AAAI,List of papers receiving the outstanding paper award at AAAI-04.,https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-174.pdf,
3,2004,Contents,Sponsoring Organizations,Carol Hamilton,List of sponsors of AAAI-04.,https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-175.pdf,
4,2004,Contents,Preface,"George Ferguson, Deborah L. McGuinness, Randall Hill, and Neil Jacobstein.",Preface to the AAAI-04 and IAAI-04 Proceedings.,https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-176.pdf,
5,2004,Contents,Invited Talks and Panels,"Daniel J. Clancy, Edward Feigenbaum, Russ B. Altman, Paul Cohen, Ian Lane Davis, Tim Finin, Peter Norvig, Alex (Sandy) Pentland, Martha E. Pollack, Astro Teller, Sebastian Thrun","Abstracts of the talks and panels presented at the AAAI-04 conference in San Jose, California.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-177.pdf,
6,2004,Agents and Multi-Agent Systems,Performance Bounded Reinforcement Learning in Strategic Interactions,Bikramjit Banerjee and Jing Peng,"Despiteincreasing deployment of agent technologies in several business and industry domains, user confidence in fully automated agent driven applications is noticeably lacking. The main reasons for such lack of trust in complete automation are scalability and non-existence of reasonable guarantees in the performance of self-adapting software. In this paper we address the latter issue in the context of learning agents in a Multiagent System (MAS). Performance guarantees for most existing on-line Multiagent Learning (MAL) algorithms are realizable only in the limit, thereby seriously limiting its practical utility. Our goal is to provide certain meaningful guarantees about the performance of a learner in a MAS, while it is learning. In particular, we present a novel MAL algorithm that (1) converges to a best response against stationary opponents, (2) converges to a Nash equilibrium in self-play and (3) achieves a constant bounded expected regret at any time (no-average-regret asymptotically) in arbitrary sized general-sum games with non-negative payoffs, and against any number of opponents.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-001.pdf,
7,2004,Agents and Multi-Agent Systems,Searching for Stable Mechanisms: Automated Design for Imperfect Players,Andrew J. Blumberg and Abhi Shelat,"RecentlyConitzer and Sandholm introduced the concept of ""automated mechanism design"", whereby mechanism design problems are solved using constraint-satisfaction methods. Traditionally, mechanism design has focused on producing games which yield the desired outcomes when played by ideal rational players. However actual players are never perfectly rational --- human irrationality has been exhaustively studied and computational agents have both resource bounds and potentially implementation flaws. In this paper, we discuss extensions of the techniques of automated mechanism design to produce games which are robust in the face of player imperfections. We model limited rationality by examining agents which converge on their strategy by using a simple variant of ""fictitious play"" (simulation of repeated play). This model associates to each game a system of differential equations describing the trajectory of the agent’s strategies. We describe additional constraints which guarantee that automated mechanism design search problems yield stable mechanisms. In particular, we present negative results for structural stability and positive results for asymptotic stability by considering strict Bayesian-Nash equilibria and by employing Lyapunov techniques.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-002.pdf,
8,2004,Agents and Multi-Agent Systems,Affective Recruitment of Distributed Heterogeneous Agents,Aaron Gage and Robin R. Murphy,"Members of multi-robot teams may need to collaborate to accomplish a task due to differences in capabilities. This paper describes an extension of the ALLIANCE architecture that enables agent recruitment within a decentralized UAV-UGV robot team without task preemption but (1) uses a formal model of emotions and (2) handles heterogeneity. Affective computing allows recruitment to be robust under loss of communication between agents and minimizes the number of messages passed. Data from 66 simulations show that the affective strategy succeeds with a random message loss rate up to 25% and requires 19.1% fewer messages to be sent compared to greedy and random, and that of these, affective scales best with team size. Comparisons of broadcast to unicast messaging are also made in simulation.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-003.pdf,
9,2004,Agents and Multi-Agent Systems,Visibility-Based Pursuit-Evasion with Limited Field of View,"Brian P. Gerkey, Sebastian Thrun, and Geoff Gordon","We study a formof the pursuit-evasion problem, in which one or more searchers must move through a given environment so as to guarantee detection of any and all evaders, which can move arbitrarily fast. Our goal is to develop techniques for coordinating teams of robots to execute this task in application domains such as clearing a building, for reasons of security or safety. To this end, we introduce a new class of searcher, the phi-searcher, which can be readily instantiated as a physical mobile robot. We present a detailed analysis of the pursuit-evasion problem using φ-searchers. We show that computing the minimum number of phi-searchers required to search a given environment is NP-hard, and present the first complete search algorithm for a single phi-searcher. We show how this algorithm can be extended to handle multiple searchers, and give examples of computed trajectories.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-004.pdf,
10,2004,Agents and Multi-Agent Systems,Task Allocation via Self-Organizing Swarm Coalitions in Distributed Mobile Sensor Network,"Kian Hsiang Low, Wee Kheng Leow, and Marcelo H. Ang, Jr.","This paper presents a task allocation scheme via self organizing swarm coalitions for distributed mobile sensor network coverage. Our approach uses the concepts of ant behavior to self-regulate the regional distributions of sensors in proportion to that of the moving targets to be tracked in a non-stationary environment. As a result, the adverse effects of task interference between robots are minimized and sensor network coverage is improved. Quantitative comparisons with other tracking strategies such as static sensor placement, potential fields, and auction-based negotiation show that our approach can provide better coverage and greater flexibility to respond to environmental changes.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-005.pdf,
11,2004,Agents and Multi-Agent Systems,GROWRANGE: Anytime VCG-Based Mechanisms,David C. Parkes and Grant Schoenebeck,"We introduce anytime mechanisms for distributed optimization with self-interested agents. Anytime mechanisms retain good incentive properties even when interrupted before the optimal solution is computed, and provide better quality solutions when given additional time. Anytime mechanisms can solve easy instances of a hard problem quickly and optimally, while providing approximate solutions on very hard instances. In a particular instantiation, GROWRANGE, we successively expand the range of outcomes considered, computing the optimal solution for each range. Truth-revelation remains a dominant strategy equilibrium with a stage-based interruption, and is a best-response with high probability when the interruption is time-based.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-006.pdf,
12,2004,Agents and Multi-Agent Systems,Useful Roles of Emotions in Artificial Agents: A Case Study from Artificial Life,Matthias Scheutz,"In this paper, we discuss the role of emotions in AI and possible ways to determine their utility for the design of artificial agents. We propose a research methodology for determining the utility of emotional control and apply it to the study of autonomous agents that compete for resources in an artificial life environment. The results show that the emotional control can improve performance in some circumstances.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-007.pdf,
13,2004,Automated Reasoning,Low-Knowledge Algorithm Control,Tom Carchrae and J. Christopher Beck,"This paper addresses the question of allocating computational resources among a set of algorithms in order to achieve the best performance on a scheduling problem instance. Our primary motivation in addressing this problem is to reduce the expertise needed to apply constraint technology. Therefore, we investigate algorithm control techniques that make decision based only on observations of the improvement in solution quality achieved by each algorithm. We call our approach ""low-knowledge"" since it does not rely on complex prediction models. We show that such an approach results in a system that achieves significantly better performance than all of the pure algorithms without requiring additional human expertise. Furthermore the low knowledge approach achieves performance equivalent to a perfect high-knowledge classification approach.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-008.pdf,
14,2004,Automated Reasoning,Implementing a Generalized Version of Resolution,"Heidi E. Dixon, Matthew L. Ginsberg, David K. Hofer, Eugene M. Luks, and Andrew J. Parkes","We have recently proposed augmenting clauses in a Boolean database with groups of permutations, the augmented clauses then standing for the set of all clauses constructed by acting on the original clause with a permutation in the group. This approach has many attractive theoretical properties, including representational generality and reductions from exponential to polynomial proof length in a variety of settings. In this paper, we discuss the issues that arise in implementing a group-based generalization of resolution, and give preliminary results describing this procedure’s effectiveness.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-009.pdf,
15,2004,Automated Reasoning,SAT-Based Answer Set Programming,"Enrico Giunchiglia, Yuliya Lierler, and Marco Maratea","The relation between answer set programming (ASP) and propositional satisfiability (SAT) is at the center of many research papers, partly because of the tremendous performance boost of SAT solvers during last years. Various translations from ASP to SAT are known but the resulting SAT formula either includes many new variables or may have an unpractical size. There are also well known results showing a one-to-one correspondence between the answer sets of a logic program and the models of its completion. Unfortunately, these results only work for specific classes of problems. In this paper we present a SAT-based decision procedure for answer set programming that (i) deals with any (non disjunctive) logic program, (ii) works on a SAT formula without additional variables, and (iii) is guaranteed to work in polynomial space. Further, our procedure can be extended to compute all the answer sets still working in polynomial space. The experimental results of a prototypical implementation show that the approach can pay off sometimes by orders of magnitude.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-010.pdf,
16,2004,Automated Reasoning,A Polynomial-Time Algorithm for Simple Temporal Problems with Piecewise Constant Domain Preference Functions,T. K. Satish Kumar,"In this paper, we provide a polynomial-time algorithm for solving an important class of metric temporal problems that involve simple temporal constraints between various events (variables) and piecewise constant preference functions over variable domains. We are given a graph G = (X, E) where X = {X0, X1...Xn} is a set of events (X0 is the ""beginning of the world"" node and is set to 0 by convention) and e = (Xi, Xj) in E, annotated with the bounds [LB(e), UB(e)], is a simple temporal constraint between Xi and Xj indicating that Xj must be scheduled between LB(e) and UB(e) seconds after Xi is scheduled (LB(e) <= UB(e)). A family of stepwise constant preference functions F = {f_Xi(t): R -> R} specifies the preference attached with scheduling Xi at time t. The goal is to find a schedule for all the events such that all the temporal constraints are satisfied and the sum of the preferences is maximized. Our polynomial-time algorithm for solving such problems (which we refer to as extended simple temporal problems (ESTPs)) has important consequences in dealing with limited forms of disjunctions and preferences in metric temporal reasoning that would otherwise require an exponential search space.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-011.pdf,
17,2004,Automated Reasoning,Using Performance Profile Trees to Improve Deliberation Control,Kate Larson and Tuomas Sandholm,"Performance profile trees have recently been proposed as a theoretical basis for fully normative deliberation control. In this paper we conduct the first experimental study of their feasibility and accuracy in making stopping decisions for anytime algorithms on optimization problems. Using data and algorithms from two different real-world domains, we compare performance profile trees to other well-established deliberation-control techniques. We show that performance profile trees are feasible in practice and lead to significantly better deliberation control decisions. We then conduct experiments using performance profile trees where deliberation-control decisions are made using conditioning on multiple features of the solution to illustrate that such an approach is feasible in practice.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-012.pdf,
18,2004,Automated Reasoning,On Odd and Even Cycles in Normal Logic Programs,Fangzhen Lin and Xishun Zhao,"An odd cycle of a logic program is a simple cycle that has an odd number of negative edges in the dependency graph of the program. Similarly, an even cycle is one that has an even number of negative edges. For a normal logic program that has no odd cycles, while it is known that such a program always has a stable model, and such a stable model can be computed in polynomial time, we show in this paper that checking whether an atom is in a stable model is NP-complete, and checking whether an atom is in all stable models is co-NP complete, both are the same as in the general case for normal logic programs. Furthermore, we show that if a normal logic program has exactly one odd cycle, then checking whether it has a stable model is NP-complete, again the same as in the general case. For normal logic programs with a fixed number of even cycles, we show that there is a polynomial time algorithm for computing all stable models. Furthermore, this polynomial time algorithm can be improved significantly if the number of odd cycles is also fixed.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-013.pdf,
19,2004,Automated Reasoning,Logic Programs with Abstract Constraint Atoms,Victor W. Marek and Miroslaw Truszczynski,"We propose and study extensions of logic programming with constraints represented as generalized atoms of the form C(X), where X is a finite set of atoms and C is an abstract constraint (formally, a collection of sets of atoms). Atoms C(X) are satisfied by an interpretation (set of atoms) M, if M ∩ X ∈ C. We focus here on monotone constraints, that is, those collections C that are closed under the superset. They include, in particular, weight (or pseudo-boolean) constraints studied both by the logic programming and SAT communities. We show that key concepts of the theory of normal logic programs such as the one-step provability operator, the semantics of supported and stable models, as well as several of their properties including complexity results, can be lifted to such case.",https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-014.pdf,
20,2004,Automated Reasoning,Adding Time and Intervals to Procedural and Hierarchical Control Specifications,"Tran Cao Son, Chitta Baral, and Le-Chi Tuan",In this paper we introduce the language Golog+HTN TI for specifying control using procedural and HTN-based constructs together with deadlines and time restrictions. Our language starts with features from GOLOG and HTN and extends them so that we can deal with actions with duration by being able to specify time intervals between the start (or end) of an action (or a program) and the start (or end) of another action (or program). We then discuss an off-line interpreter based on the answer set planning paradigm such that the answer sets of the logic program have a one to one correspondence with the traces of the Golog+HTN TI specification.,https://aaai.org/Library/AAAI/2004/../../../Papers/AAAI/2004/AAAI04-015.pdf,
