,conference_year,category,title,author,abstract,download_url,keywords
0,1988,AI and Education,Facilitating Self-Education by Questioning Assumptive Reasoning,Robert Farrell,"Making assumptions limits the depth of inferencechains and reduces the potential for complex interactions, but assumptions that are made implicitly can blind the reasoner to important inferences and interactions. A self-education aidmakes students aware of their assumptions bydemonstrating how these assumptions might beviolated. DECIDER is a self-education aid forhistory that tracks student assumptions using political models and illustrates possible violationsusing dramatic stories and video sequences fromreal historical cases.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-001.pdf,
1,1988,Automatic Programming,"Integrating Multiple Sources of Knowledge Into Designer-Soar, an Automatic Algorithm Designer","David Steier, Allen Newell","Designing algorithms requires diverse knowledge about general problem-solving, algorithm design, implementation techniques, and the application domain. The knowledge can come from a variety of sources, including previous design experience, and the ability to integrate larowledge from such diverse sources appears critical to the success of human algorithm designers. Such integration is feasible in an automatic design system, especially when supported by the general problem-solving and learning mechanisms in the Soar architecture. Our system, Designer-Soar, now designs several simple generate-and-test and divide-and-conquer algorithms. The system already uses several levels of abstraction, generalizes from examples, and learns from experience, transferring knowledge acquired during the design of one algorithm to aid in the design of others.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-002.pdf,
2,1988,Automatic Programming,Invariant Logic. A Calculus for Problem Reformulation,Michael R. Lowry,"Symmetries abound in nature. Observing symmetries often provides the key to discovering internal structure. In problem solving, observing and reasoning about symmetries is a powerful tool for shifting viewpoints on a problem. A calculus for reasoning about problem symmetries has been developed, called Invariant Logic. Invariant Logic is partially implemented in STRATA, a system which synthesizes algorithms through problem reformulation. In STRATA, Invariant Logic is used to reason about generalized problem symmetries for several purposes. The first purpose is as a calculus for generating expressions denoting problem symmetries. The second purpose is problem abstraction - generating abstract problem descriptions which denote models in which the problem symmetries have been collapsed. The third purpose is problem reduction - specializing a problem description by adding constraints in order to realize performance gains.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-003.pdf,
3,1988,Automatic Programming,Being Suspicious: Critiquing Problem Specifications,"Stephen Fickas, P. Nagarajan","One should look closely at problem specifications before attempting solutions: we may find that the specifier has only a vague or even erroneous notion of what is required, that the solution of a more general or more specific problem may be of more use, or simply that the problem as given is misstated. Using software development as an example, we present a knowledge-based system for critiquing one form of problem specification, that of a formal software specification.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-004.pdf,
4,1988,Automatic Programming,Dominic II: Meta-Level Control in Iterative Redesign,"Mark F. Orelup, John R. Dixon, Paul R. Cohen, Melvin K. Simmons","This paper describes the meta-level control system of a program (Dominic) for parametric design of mechanical components by iterative redesign. We view parametric design as search, and thus Dominic is a hill climbing algorithm. However, from experience with Dominic we concluded that modeling engineering design as hill climbing has several limitations. Therefore, a need for meta-level control knowledge exists. To implement meta-level control, we have taken the approach of dynamically modifying the way hill climbing is performed for this task, rather than requiring the addition of domain-specific control knowledge. We have identified the limitations of hill climbing, constructed various generic hill climbing strategies, and developed a meta-strategy to guide the application of the strategies. The program monitors its own performance for unproductive efforts and selects among different strategies to improve its performance as it designs. This meta-level control significantly improves the performance of the program over the performance of an earlier version.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-005.pdf,
5,1988,Constraints,FRM: An Intelligent Assistant for Financial Resource Management,"Andrew Gelman, Susan Altman, Matt Pallakoff, Ketan Doshi, Catherine Manago, Thomas C. Rindfleisch, Bruce G. Buchanan","FRM is an experimental, knowledge-based system that assists in the judgmental aspects of budget planning and financial resource management. Problem solving in this domain requires many kinds of knowledge from many sources. We represent domain knowledge uniformly as constraints and view resource management and planning problems as constraint satisfaction and resolution tasks. We sketch here the financial resources management problem, our approach, and early results, concentrating on constraint representation and management issues in the system.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-006.pdf,
6,1988,Constraints,Belief Maintenance In Dynamic Constraint Networks,"Rina Dechter, Avi Dechter","This paper presents a constraint network formulation of belief maintenance in dynamically changing environments. We focus on the task of computing the degree of support for each proposition, i.e., the number of solutions of the constraint network which are consistent with the proposition. The paper develops an efficient distributed scheme for calculating and revising beliefs in acyclic constraint networks. The suggested process consists of two phases. In the first, called support propagation, each variable updates the number of extensions consistent with each of its values. The second, called contradiction resoluticm, is invoked by a variable upon detecting a contradiction, and identifies a minimal set of assumptions that potentially account for the contradiction.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-007.pdf,
7,1988,Planning,Prevention Techniques for a Temporal Planner,John C. Hogge,"Research in domain independent planning has concentrated on making desired facts (goals) become true, with less attention on preventing undesired facts (negative goals) from becoming true. This document presents preliminary worktowards a temporal-based model of prevention, based on Allen and Koomen’s temporal planner. The temporal model permits more expressive prevention problems and a more powerful prevention-oriented planner. Negative goals are temporally constrained-for instance, we can direct the planner to prevent a fact F from occurring before, after, or during a specific goal, between two temporally separated goals, etc. The planner can find solutions which allow F to become true at any time outside of the specified interval or which never allow F to become true. The temporal model permits the idea of delaying F after the interval, as well as terminating it before the interval. This paper describes a set of prevention techniques which have been implemented in a temporal planner and discusses necessary requirements for a more complete preventive planner.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-008.pdf,
8,1988,Planning,An Analysis of Time-Dependent Planning,"Thomas Dean, Mark Boddy","This paper presents a framework for exploring issues in time-dependent planning: planning in which the time available to respond to predicted events varies, and the decision making required to formulate effective responses is complex. Our analysis of time-dependent planning suggests an approach based on a class of algorithms that we call anytime algorithms. Anytime algorithms can be interrupted at any point during computation to return a result whose utility is a function of computation time. We explore methods for solving time-dependent planning problems based on the properties of anytime algorithms.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-009.pdf,
9,1988,Planning,Extending Conventional Planning Techniques to Handle Actions with Context-Dependent Effects,Edwin P. D. Pednault,"This paper presents a method of solving planning problems that involve actions whose effects change according to the situations in which they are performed. The approach is an extension of the conventional planning methodology in which plans are constructed iteratively by scanning for goals that are not yet satisfied, inserting actions to achieve them, and introducing additional subgoals to be achieved. The necessary extensions to this methodology to handle context-dependent effects are presented from a general, mathematically rigorous standpoint.",https://aaai.org/Library/AAAI/1988/../../../Papers/AAAI/1988/AAAI88-010.pdf,
