,conference_year,category,title,author,abstract,download_url,keywords
0,2010,"Constraints, Satisfiability, and Search",A New Algorithm for Weighted Partial MaxSAT,"Carlos Ansotegui, Maria Luisa Bonet, Jordi Levy",We present and implement a Weighted Partial MaxSAT solver based on successive calls to a SAT solver. We prove the correctness of our algorithm and compare our solver with other Weighted Partial MaxSAT solvers.,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1774/1910,MaxSAT solvers
1,2010,"Constraints, Satisfiability, and Search",Exploiting Monotonicity in Interval Constraint Propagation,"Ignacio Araya, Gilles Trombettoni, Bertrand Neveu","We propose in this paper a new interval constraint propagation algorithm, called MOnotonic Hull Consistency (Mohc), that exploits monotonicity of functions. The propagation is standard, but the Mohc-Revise procedure, used to filter/contract the variable domains w.r.t. an individual constraint, uses monotonic versions of the classical HC4-Revise and BoxNarrow procedures.   Mohc-Revise appears to be the first adaptive revise procedure ever proposed in (interval) constraint programming.  Also, when a function is monotonic w.r.t. every variable, Mohc-Revise is proven to compute the optimal/sharpest box enclosing all the solutions of the corresponding constraint (hull consistency). Very promising experimental results suggest that Mohc has the potential to become an alternative to the state-of-the-art HC4 and Box algorithms.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1699/1911,constraint propagation; intervals; monotonicity
2,2010,"Constraints, Satisfiability, and Search",A Restriction of Extended Resolution for Clause Learning SAT Solvers,"Gilles Audemard, George Katsirelos, Laurent Simon","Modern complete SAT solvers almost uniformly implement variations of the clause learning framework introduced by Grasp and Chaff. The success of these solvers has been theoretically explained by showing that the clause learning framework is an implementation of a proof system which is as poweful as resolution. However, exponential lower bounds are known for resolution, which suggests that significant advances in SAT solving must come from implementations of more powerful proof systems.  We present a clause learning SAT solver that uses extended resolution. It is based on a restriction of the application of the extension rule.  This solver outperforms existing solvers on application instances from recent SAT competitions as well as on instances that are provably hard for resolution.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1811/1912,satisfiability; resolution
3,2010,"Constraints, Satisfiability, and Search",Transmission Network Expansion Planning with Simulation Optimization,"Russell Bent, Alan Berscheid, G. Loren Toole","Within the electric power literature the transmission expansion planning problem (TNEP) refers to the problem of how to upgrade an electric power network to meet future demands. As this problem is a complex, non-linear, and non-convex optimization problem, researchers have traditionally focused on approximate models of power flows. Existing approaches are often tightly coupled to the approximation choice. Until recently, these approximations have produced results that are straight-forward to adapt to the more complex (real) problem. However, the power grid is evolving towards a state where the adaptations are no longer easy (e.g. large amounts of limited control, renewable generation) that necessitates new optimization techniques. In this paper, we propose a local search variation of the powerful Limited Discrepancy Search (LDLS) that encapsulates the complexity of power flows in a black box that may be queried for information about the quality of a proposed expansion. This allows the development of a new optimization algorithm that is    independent of the underlying power model.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1685/1913,transmission network expansion planning;tnep;local search; simulation optimization
4,2010,"Constraints, Satisfiability, and Search",Propagating Conjunctions of AllDifferent Constraints,"Christian Bessiere, George Katsirelos, Nina Narodytska, Claude-Guy Quimper, Toby Walsh","We study propagation algorithms for the conjunction of two AllDifferent constraints. Solutions of an AllDifferent constraint can be seen as perfect matchings on the variable/value bipartite graph. Therefore, we investigate the problem of finding simultaneous bipartite matchings. We present an extension of the famous Hall theorem which characterizes when simultaneous bipartite matchings exists. Unfortunately, finding such matchings is NP-hard in general. However, we prove a surprising result that finding a simultaneous matching on a convex bipartite graph takes just polynomial time. Based on this theoretical result, we provide the first polynomial time bound consistency algorithm for the conjunction of two AllDifferent constraints. We identify a pathological problem on which this propagator is exponentially faster compared to existing propagators. Our experiments show that this new propagator can offer significant benefits over existing methods.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1815/1916,constraint programming; constraint satisfaction; computational complexity; global constraints
5,2010,"Constraints, Satisfiability, and Search",Independent Additive Heuristics Reduce Search Multiplicatively,"Teresa Maria Breyer, Richard Korf","This paper analyzes the performance of IDA* using additive heuristics. We show that the reduction in the number of nodes expanded using multiple independent additive heuristics is the product of the reductions achieved by the individual heuristics. First, we formally state and prove this result on unit edge-cost undirected graphs with a uniform branching factor. Then, we empirically verify it on a model of the 4-peg Towers of Hanoi problem. We also run experiments on the multiple sequence alignment problem showing more general applicability to non-unit edge-cost directed graphs. Then, we extend an existing model to predict the performance of IDA* with a single pattern database to independent additive disjoint pattern databases. This is the first analysis of the performance of independent additive heuristics.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1787/1919,
6,2010,"Constraints, Satisfiability, and Search",1.6-Bit Pattern Databases,"Teresa Maria Breyer, Richard Korf","We present a new technique to compress pattern databases to provide consistent heuristics without loss of information. We store the heuristic estimate modulo three, requiring only two bits per entry or in a more compact representation, only 1.6 bits. This allows us to store a pattern database with more entries in the same amount of memory as an uncompressed pattern database. These compression techniques are most useful where lossy compression using cliques or their generalization is not possible or where adjacent entries in the pattern database are not highly correlated. We compare both techniques to the best existing compression methods for the Top-Spin puzzle, Rubik's cube, the 4-peg Towers of Hanoi problem, and the 24 puzzle. Under certain conditions, our best implementations for the Top-Spin puzzle and Rubik's cube outperform the respective state of the art solvers by a factor of four.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1850/1920,
7,2010,"Constraints, Satisfiability, and Search",EWLS: A New Local Search for Minimum Vertex Cover,"Shaowei Cai, Kaile Su, Qingliang Chen","A number of algorithms have been proposed for the Minimum Vertex  Cover problem. However, they are far from satisfactory, especially  on hard instances. In this paper, we introduce Edge Weighting Local  Search (EWLS), a new local search algorithm for the Minimum Vertex  Cover problem. EWLS is based on the idea of extending a partial  vertex cover into a vertex cover. A key point of EWLS is to find a  vertex set that provides a tight upper bound on the size of the  minimum vertex cover. To this purpose, EWLS employs an iterated  local search procedure, using an edge weighting scheme which updates  edge weights when stuck in local optima. Moreover, some  sophisticated search strategies have been taken to improve the  quality of local optima. Experimental results on the broadly used  DIMACS benchmark show that EWLS is competitive with the current best  heuristic algorithms, and outperforms them on hard instances.  Furthermore, on a suite of difficult benchmarks, EWLS delivers the  best results and sets a new record on the largest instance.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1679/1921,Minimum Vertex Cover; Local Search; Edge Weighting
8,2010,"Constraints, Satisfiability, and Search",High-Quality Policies for the Canadian Traveler's Problem,"Patrick Eyerich, Thomas Keller, Malte Helmert","We consider the stochastic variant of the Canadian Traveler's Problem, a path planning problem where adverse weather can cause some roads to be untraversable. The agent does not initially know which roads can be used. However, it knows a probability distribution for the weather, and it can observe the status of roads incident to its location. The objective is to find a policy with low expected travel cost.We introduce and compare several algorithms for the stochastic CTP. Unlike the optimistic approach most commonly considered in the literature, the new approaches we propose take uncertainty into account explicitly. We show that this property enables them to generate policies of much higher quality than the optimistic one, both theoretically and experimentally.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1735/1922,Canadian Traveler's Problem; UCT; hindsight optimization
9,2010,"Constraints, Satisfiability, and Search",Single-Frontier Bidirectional Search,"Ariel Felner, Carsten Moldenhauer, Nathan Sturtevant, Jonathan Schaeffer","On the surface, bidirectional search (BDS) is an attractive idea with the potential for significant asymptotic reductions in search effort. However, the results in practice often fall far short of expectations. We introduce a new bidirectional search algorithm, Single-Frontier Bidirectional Searc (SFBDS). Unlike traditional BDS which keeps two frontiers, SFBDS uses a single frontier. Each node in the tree can be seen as an independent task of finding the shortest path between the current start and current goal. At a particular node we can decide to search from start to goal or from goal to start, choosing the direction with the highest potential for minimizing the total work done. Theoretical results give insights as to when this approach will work and experimental data validates the algorithm for a broad range of domains.",https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/viewFile/1824/1923,search;heuristics
