,conference_year,category,title,author,abstract,download_url,keywords
0,2005,Contents,Cross-Lingual Bootstrapping of Semantic Lexicons: The Case of FrameNet,"Sebastian Pado, Mirella Lapata","This paper considers the problem of unsupervised semantic lexicon acquisition. We introduce a fully automatic approach which exploits parallel corpora, relies on shallow text properties, and is relatively inexpensive. Given the English FrameNet lexicon, our method exploits word alignments to generate frame candidate list for new languages, which are subsequently pruned automatically using a small set of linguistically motivated filters. Evaluation shows that our approach can produce high-precision multilingual FrameNet lexicons without recourse to bilingual dictionaries or deep syntactic and semantic analysis.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-172.pdf,Subjects: 13. Natural Language Processing; 11.2 Ontologies
1,2005,Contents,Word Sense Disambiguation with Semi-Supervised Learning,"Thanh Phong Pham, Hwee Tou Ng, Wee Sun Lee",Content Area:  14. Natural Language Processing & Speech Recognition,https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-173.pdf,Subjects: 13. Natural Language Processing
2,2005,Contents,Robust Textual Inference via Learning and Abductive Reasoning,"Rajat Raina, Andrew Y. Ng, Christopher D. Manning","We present a system for textual inference (the task of inferring whether a sentence follows from another text) that uses learning and a logical-formula semantic representation of the text. More precisely, our system begins by parsing and then transforming sentences into a logical formula-like representation similar to the one used by (Harabagiu et al., 2000). An abductive theorem prover then tries to find the minimum ``cost'' set of assumptions necessary to show that one statement follows from the other. These costs reflect how likely different assumptions are, and are learned automatically using information from syntactic/semantic features and from linguistic resources such as WordNet. If one sentence follows from the other given only highly plausible, low cost assumptions, then we conclude that it can be inferred. Our approach can be viewed as combining statistical machine learning and classical logical reasoning, in the hope of marrying the robustness and scalability of learning with the preciseness and elegance of logical theorem proving. We give experimental results from the recent PASCAL RTE 2005 challenge competition on recognizing textual inferences, where a system using this inference algorithm achieved the highest confidence weighted score.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-174.pdf,Subjects: 13. Natural Language Processing; 12. Machine Learning and Discovery
3,2005,Contents,Exploiting Subjectivity Classification to Improve Information Extraction,"Ellen Riloff, Janyce Wiebe, William Phillips","Information extraction (IE) systems are prone to false hits for a variety of reasons and we observed that many of these false hits occur in sentences that contain subjective language (e.g., opinions, emotions, and sentiments). Motivated by these observations, we explore the idea of using subjectivity analysis to improve the precision of information extraction systems. In this paper, we describe an IE system that uses a subjective sentence classifier to filter its extractions. We experimented with several different strategies for using the subjectivity classifications, including an aggressive strategy that discards all extractions found in subjective sentences and more complex strategies that selectively discard extractions. We evaluated the performance of these different approaches on the MUC-4 terrorism data set. We found that indiscriminately filtering extractions from subjective sentences was overly aggressive, but more selective filtering strategies improved IE precision with minimal recall loss.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-175.pdf,Subjects: 13. Natural Language Processing
4,2005,Contents,Dependency Parsing with Dynamic Bayesian Network,"Virginia Savova, Leonid Peshkin",Exact parsing with finite state automata is deemed inapropriate because of the unbounded non-locality languages overwhelmingly exhibit. We propose a way to structure the parsing task in order to make it amenable to local classification methods. This allows us to build a Dynamic Bayesian Network which uncovers the syntactic dependency structure of English sentences. Experiments with the Wall Street Journal demonstrate that the model successfully learns from labeled data.,https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-176.pdf,Subjects: 13. Natural Language Processing; 4. Cognitive Modeling
5,2005,Contents,Spotting Subsequences matching a HMM using the Average Observation Probability Criteria with application to Keyword Spotting,Marius C Silaghi,"This paper addresses the problem of detecting keywords in unconstrained speech. The proposed algorithms search for the speech segment maximizing the average observation probability along the most likely path in the hypothesized keyword model. As known, this approach (sometimes referred to as sliding model method) requires a relaxation of the begin/endpoints of the Viterbi matching, as well as a time normalization of the resulting score. This makes solutions complex (i.e., LN2/2 basic operations for keyword HMM models with L states and utterances with N frames). We present here two alternative (quite simple and efficient) solutions to this problem. a) First we provide a method that finds the optimal segmentation according to the criteria of maximizing the average observation probability. It uses Dynamic Programming as a step, but does not require scoring for all possible begin/endpoints. While the worst case remains O(LN2), this technique converged in at most 3(L+2)N basic operations in each experiment for two very different applications. b) The second proposed algorithm does not provide a segmentation but can be used for the decision problem of whether the utterance should be classified as containing the keyword or not (provided a predefined threshold on the acceptable average observation probability). This allows the algorithm to be even faster, with fix cost of (L+2)N.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-177.pdf,Subjects: 18. Speech Understanding; 15.7 Search
6,2005,Activity and Plan Recognition,Multiple-Goal Recognition in a Wireless Environment,"Xiaoyong Chai, Qiang Yang","Inferring a user’s high-level goals from low-level sensor readings has been drawing increasing attention from both AI and Pervasive Computing communities recently. A common assumption made by most approaches is that a user has a single goal in mind or aims to achieve several goals sequentially. However, in real-world environments, a user often has multiple goals concurrently carried out and a single action can serve as a step towards multiple goals. In this paper, we formulate the multiple-goal recognition problem and exemplify it in an indoor environment where an RF-based wireless network is available. We propose a recognition algorithm based on a dynamic model set and show how goal models evolve over time among pre-defined states to perform recognition. Experiments with real data demonstrate that our method can accurately and efficiently recognize multiple goals in a user’s trace.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-001.pdf,Subjects: 3.4 Probabilistic Reasoning
7,2005,Activity and Plan Recognition,A Variational Learning Algorithm for the Abstract Hidden Markov Model,"Jeff Johns, Sridhar Mahadevan","We present a fast algorithm for learning the parameters of the abstract hidden Markov model, a type of hierarchical activity recognition model. Learning using exact inference scales poorly as the number of levels in the hierarchy increases; therefore, an approximation is required for large models. We demonstrate that variational inference is well suited to solve this problem. Not only does this technique scale, but it also offers a natural way to leverage the context specific independence properties inherent in the model via the fixed point equations. Experiments confirm that the variational approximation significantly reduces the time necessary for learning while estimating parameter values that can be used to make reliable predictions.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-002.pdf,Subjects: 12. Machine Learning and Discovery; 3.4 Probabilistic Reasoning
8,2005,Activity and Plan Recognition,Large-Scale Localization from Wireless Signal Strength,"Julia Letchner, Dieter Fox, Anthony LaMarca","Knowledge of the physical locations of mobile devices such as laptops or PDA’s is becoming increasingly important with the rise of location-based services such as specialized web search, navigation, and social network applications; furthermore, location information is a key foundation for high-level activity inferencing. In this paper we propose a novel technique for accurately estimating the locations of mobile devices and their wearers from wireless signal strengths. Our technique estimates time-varying device locations on a spatial connectivity graph whose outdoor edges correspond to streets and whose indoor edges represent hallways, staircases, elevators, etc. Use of a hierarchical Bayesian framework for learning a signal strength sensor model allows us not only to achieve higher accuracy than existing approaches, but to overcome many of their limitations. In particular, our technique is able to (1) seamlessly integrate new access points into the model, (2) make use of negative information (not detecting an access point), and (3) bootstrap a sensor model from sparse training data. Experiments demonstrate various properties of our system.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-003.pdf,Subjects: 1. Applications; 3.4 Probabilistic Reasoning
9,2005,Activity and Plan Recognition,Unsupervised Activity Recognition Using Automatically Mined Common Sense,"Danny Wyatt, Matthai Philipose, Tanzeem Choudhury","A fundamental difficulty in recognizing human activities is obtaining the labeled data needed to learn models of those activities. Given emerging sensor technology, however, it is possible to view activity data as a stream of natural language terms. Activity models are then mappings from such terms to activity names, and may be extracted from text corpora such as the web. We show that models so extracted are sufficient to automatically produce labeled segmentations of activity data with an accuracy of 42% over 26 activities, well above the 3.8% baseline. The segmentation so obtained is sufficient to bootstrap learning, with accuracy of learned models increasing to 52%. To our knowledge, this is the first human activity inferencing system shown to learn from sensed activity data with no human intervention per activity learned, even for labeling.",https://aaai.org/Library/AAAI/2005/../../../Papers/AAAI/2005/AAAI05-004.pdf,Subjects: 5. Common Sense Reasoning; 12. Machine Learning and Discovery
